"site.id.c","visit.no","idnew","sample.type","doc.result","therm.sav","chl","st.nla2012","us.l3code","domean","tempmean","tbot","do.hyp.fail","do.hyp.pass","yday.x","st.nla2012.1","year","tmax","index.lat.dd","index.lon.dd","index.site.depth","elevation","area.ha","tmean.pt","tmin.pt","biov.cyano","mc","biov.tot","prop.cyano","zbiomass","zdensity","ntl.result","no3no2.result","doc.result.1","ptl.result","turb.result"
"NLA12_NC-115",1,"NLA12_NC-115--1--L","MICL",17.38,NA,9.12,"NC",65,NA,NA,NA,NA,NA,223,"NC","12",NA,35.22408,-78.81448,2.4,46.06,6.7061048299,16.30530029,9.98,10672.6759,NA,1230560.6176,0.00867301922989803,472.6395,982.96025,788,4,17.38,58,1.67
"NLA12_NC-115",1,"NLA12_NC-115--1--X","MICX",17.38,NA,13.22666667,"NC",65,NA,NA,NA,NA,NA,223,"NC","12",NA,35.22408,-78.81448,2.4,46.06,6.7061048299,16.30530029,9.98,195417.8371,NA,4070908.0242,0.0480035009237043,472.6395,982.96025,788,4,17.38,58,1.67
"NLA12_NC-116",1,"NLA12_NC-116--1--X","MICX",5.18,2.2,24.96,"NC",45,3.7,22.7,22.7,1,0,157,"NC","12",23.5,36.130405,-79.83675,2.85,251.63,2.4856566321,14.76310059,8.79,38485.3064,NA,3873071.3245,0.00993663766441696,711.7591,2267.0676,490,19,5.18,66,6.9
"NLA12_NC-116",1,"NLA12_NC-116--1--L","MICL",5.18,2.2,22.4,"NC",45,3.7,22.7,22.7,1,0,157,"NC","12",23.5,36.130405,-79.83675,2.85,251.63,2.4856566321,14.76310059,8.79,29141.7188,NA,6441842.5463,0.00452381730701228,711.7591,2267.0676,490,19,5.18,66,6.9
"NLA12_NC-116",2,"NLA12_NC-116--2--X","MICX",6.46,NA,53.02857143,"NC",45,NA,NA,26.2,2,2,230,"NC","12",26.8,36.130405,-79.83675,2.85,251.63,2.4856566321,14.76310059,8.79,24500521.6426,NA,27389235.2078,0.894531061444996,178.1221,1646.5497,260,0,6.46,29,17.46
"NLA12_NC-116",2,"NLA12_NC-116--2--L","MICL",6.46,NA,53.03,"NC",45,NA,NA,26.2,2,2,230,"NC","12",26.8,36.130405,-79.83675,2.85,251.63,2.4856566321,14.76310059,8.79,3573085.2229,0.10948,4463608.8843,0.800492452523726,178.1221,1646.5497,260,0,6.46,29,17.46
"NLA12_NC-124",1,"NLA12_NC-124--1--L","MICL",10.55,2.5,50.27,"NC",45,0.3,18.8666666666667,16.1,3,0,222,"NC","12",28.2,35.11543,-80.26472,5.1,117.74,6.1562356353,16.24540039,9.66,3394332.7001,0.18113,4992584.6608,0.679874840531217,67.5822,6868.4746,1623,3,10.55,140,8.32
"NLA12_NC-124",1,"NLA12_NC-124--1--X","MICX",10.55,2.5,92.016,"NC",45,0.3,18.8666666666667,16.1,3,0,222,"NC","12",28.2,35.11543,-80.26472,5.1,117.74,6.1562356353,16.24540039,9.66,6774583.4896,0.13398,12262101.2181,0.552481452330542,67.5822,6868.4746,1623,3,10.55,140,8.32
"NLA12_NC-127",1,"NLA12_NC-127--1--L","MICL",3.38,NA,7.12,"NC",65,NA,NA,29.9,NA,NA,221,"NC","12",29.9,35.21548,-79.40151,6.5,118.74,25.412064439,16.09189941,9.77,6785.4403,NA,1799664.628,0.00377039154652986,86.77465,457.10665,294,2,3.38,19,1.2
"NLA12_NC-127",1,"NLA12_NC-127--1--X","MICX",3.38,NA,7.725714286,"NC",65,NA,NA,29.9,NA,NA,221,"NC","12",29.9,35.21548,-79.40151,6.5,118.74,25.412064439,16.09189941,9.77,8484.1772,NA,1876720.8416,0.00452074544702493,86.77465,457.10665,294,2,3.38,19,1.2
"NLA12_NC-134",1,"NLA12_NC-134--1--L","MICL",7.13,NA,24.32,"NC",45,NA,NA,27.8,0,4,234,"NC","12",27.9,35.70775,-78.14687,4.3,43.83,309.84313352,15.79709961,9.47,1887570.1711,0.98715,3532027.0755,0.53441554403509,47.21995,440.6016,756,2,7.13,45,5.16
"NLA12_NC-134",1,"NLA12_NC-134--1--X","MICX",7.13,NA,25.44,"NC",45,NA,NA,27.8,0,4,234,"NC","12",27.9,35.70775,-78.14687,4.3,43.83,309.84313352,15.79709961,9.47,1878141.8216,1.14654,3362521.6849,0.558551586457904,47.21995,440.6016,756,2,7.13,45,5.16
"NLA12_ND-115",1,"NLA12_ND-115--1--L","MICL",15.66,2.5,5.16,"ND",42,6.43666666666667,13.7466666666667,11.87,1,5,136,"ND","12",17,46.826275,-100.635265,9.5,523.43,3.8732228448,5.97530029,-0.61,175961.8664,NA,1690714.9848,0.104075416603003,453.63855,6682.94635,1509,0,15.66,70,1.6
"NLA12_ND-115",1,"NLA12_ND-115--1--X","MICX",15.66,2.5,7.48,"ND",42,6.43666666666667,13.7466666666667,11.87,1,5,136,"ND","12",17,46.826275,-100.635265,9.5,523.43,3.8732228448,5.97530029,-0.61,123315.9492,0.13164,3451262.3011,0.0357306800936852,453.63855,6682.94635,1509,0,15.66,70,1.6
"NLA12_ND-115",2,"NLA12_ND-115--2--X","MICX",17.16,3.5,55.8,"ND",42,3.05714285714286,14.5428571428571,10.6,5,2,176,"ND","12",20.9,46.826275,-100.635265,9.5,523.43,3.8732228448,5.97530029,-0.61,19055647.6147,0.13935,21954185.6426,0.867973329774726,491.25605,726.4732,1808,3,17.16,62,27.58
"NLA12_ND-115",2,"NLA12_ND-115--2--L","MICL",17.16,3.5,216,"ND",42,3.05714285714286,14.5428571428571,10.6,5,2,176,"ND","12",20.9,46.826275,-100.635265,9.5,523.43,3.8732228448,5.97530029,-0.61,16028592.3128,0.12958,24078976.1445,0.665667519109245,491.25605,726.4732,1808,3,17.16,62,27.58
"NLA12_ND-118",1,"NLA12_ND-118--1--L","MICL",21.51,NA,2.09,"ND",42,NA,NA,18.2,0,4,158,"ND","12",18.89,46.36728,-99.39491,4,599.05,23.900192799,5.33239014,-0.87,143676.5969,0.61762,195090.2028,0.736462389386578,609.83315,221.30765,2715,108,21.51,230,1.66
"NLA12_ND-118",1,"NLA12_ND-118--1--X","MICX",21.51,NA,1.76,"ND",42,NA,NA,18.2,0,4,158,"ND","12",18.89,46.36728,-99.39491,4,599.05,23.900192799,5.33239014,-0.87,280.0149,0.41561,60676.2463,0.00461490149894128,609.83315,221.30765,2715,108,21.51,230,1.66
"NLA12_ND-119",1,"NLA12_ND-119--1--X","MICX",29.36,NA,11.64,"ND",46,NA,NA,21.37,0,3,179,"ND","12",21.38,47.73658,-100.44165,2,517,37.611917869,5.15812988,-1.09,749056.3503,0.38183,1241251.9513,0.603468417121513,337.0853,575.4072,2508,0,29.36,840,3.05
"NLA12_ND-119",1,"NLA12_ND-119--1--L","MICL",29.36,NA,12.36,"ND",46,NA,NA,21.37,0,3,179,"ND","12",21.38,47.73658,-100.44165,2,517,37.611917869,5.15812988,-1.09,1027153.117,0.33742,1769855.0667,0.580360017227392,337.0853,575.4072,2508,0,29.36,840,3.05
"NLA12_ND-126",1,"NLA12_ND-126--1--L","MICL",21.68,NA,59.2,"ND",42,NA,NA,16.8,NA,NA,170,"ND","12",16.8,48.75015,-102.94218,2,737.04,13.184664423,3.88337006,-2.69,NA,0.12735,5326876.6157,0,679.6093,1234.65155,3088,0,21.68,751,12.89
"NLA12_ND-126",1,"NLA12_ND-126--1--X","MICX",21.68,NA,62.8,"ND",42,NA,NA,16.8,NA,NA,170,"ND","12",16.8,48.75015,-102.94218,2,737.04,13.184664423,3.88337006,-2.69,NA,0.11717,7600376.038,0,679.6093,1234.65155,3088,0,21.68,751,12.89
"NLA12_ND-129",1,"NLA12_ND-129--1--L","MICL",19.09,NA,584.64,"ND",42,NA,NA,21.5,NA,NA,208,"ND","12",21.6,46.72182,-100.14114,2.1,521.91,1218.8529083,6.09617981,-0.62,52137845.7642,5.28905,52524131.5118,0.9926455566902,4.63795,37.15225,3680,0,19.09,839,53.57
"NLA12_ND-129",1,"NLA12_ND-129--1--X","MICX",19.09,NA,283.2,"ND",42,NA,NA,21.5,NA,NA,208,"ND","12",21.6,46.72182,-100.14114,2.1,521.91,1218.8529083,6.09617981,-0.62,25994674.4706,3.74658,26003124.4713,0.999675039024279,4.63795,37.15225,3680,0,19.09,839,53.57
"NLA12_ND-131",1,"NLA12_ND-131--1--L","MICL",10.19,13.5,37.97,"ND",43,1.88,20.665,20.63,2,0,218,"ND","12",22.94,46.59737,-101.82358,15,629.58,1328.2293986,5.88927979,-0.97,14145388.1369,0.12614,14199709.5702,0.996174468707867,311.1532,44.3248,1140,89,10.19,36,0.93
"NLA12_ND-131",1,"NLA12_ND-131--1--X","MICX",10.19,13.5,2.917333333,"ND",43,1.88,20.665,20.63,2,0,218,"ND","12",22.94,46.59737,-101.82358,15,629.58,1328.2293986,5.88927979,-0.97,174588.2817,0.11714,179236.8528,0.974064646709753,311.1532,44.3248,1140,89,10.19,36,0.93
"NLA12_ND-134",1,"NLA12_ND-134--1--X","MICX",20.25,3.5,24.4,"ND",42,3.245,22.735,22.7,1,1,191,"ND","12",25.06,46.02463,-99.29902,5.1,590.82,53.584949417,5.70836975,-0.49,2483368.2203,3.16651,11538825.315,0.215218460502364,1026.35045,963.233,2336,2,20.25,302,16.12
"NLA12_ND-134",1,"NLA12_ND-134--1--L","MICL",20.25,3.5,22.64,"ND",42,3.245,22.735,22.7,1,1,191,"ND","12",25.06,46.02463,-99.29902,5.1,590.82,53.584949417,5.70836975,-0.49,3206174.5927,2.28925,20277495.5903,0.158114919982215,1026.35045,963.233,2336,2,20.25,302,16.12
"NLA12_ND-139",1,"NLA12_ND-139--1--X","MICX",25.53,NA,2.732,"ND",42,NA,NA,15.5,0,3,163,"ND","12",15.5,47.90385,-101.05875,3.5,644.62,23.203379244,4.85308991,-1.21,1670694.4313,1.2389,1948204.2857,0.857556080521459,1157.02345,1415.27245,2668,18,25.53,131,1.67
"NLA12_ND-139",1,"NLA12_ND-139--1--L","MICL",25.53,NA,11.24,"ND",42,NA,NA,15.5,0,3,163,"ND","12",15.5,47.90385,-101.05875,3.5,644.62,23.203379244,4.85308991,-1.21,1522845.3539,2.76515,2260487.7603,0.673679982101693,1157.02345,1415.27245,2668,18,25.53,131,1.67
"NLA12_ND-145",1,"NLA12_ND-145--1--X","MICX",18.14,NA,20.36923077,"ND",42,NA,NA,21.4,0,3,218,"ND","12",21.6,47.07976,-99.73041,3,530.4,7.1248193333,5.09903992,-1.14,183217.1675,0.6652,3530698.6322,0.0518926100996154,331.43455,183.59855,1373,0,18.14,91,4.89
"NLA12_ND-145",1,"NLA12_ND-145--1--L","MICL",18.14,NA,16.6,"ND",42,NA,NA,21.4,0,3,218,"ND","12",21.6,47.07976,-99.73041,3,530.4,7.1248193333,5.09903992,-1.14,572381.3208,0.30162,3795446.262,0.150807383714184,331.43455,183.59855,1373,0,18.14,91,4.89
"NLA12_ND-146",1,"NLA12_ND-146--1--L","MICL",27.86,NA,23.36,"ND",46,NA,NA,15.9,0,3,163,"ND","12",16.05,48.91442,-100.43278,2.3,658.52,13.800377117,2.61845001,-3.32,1528534.9685,NA,3899468.6582,0.391985447885501,857.5566,15073.6312,2693,0,27.86,128,4.27
"NLA12_ND-146",1,"NLA12_ND-146--1--X","MICX",27.86,NA,24.96,"ND",46,NA,NA,15.9,0,3,163,"ND","12",16.05,48.91442,-100.43278,2.3,658.52,13.800377117,2.61845001,-3.32,92712.5985,NA,2047217.6228,0.0452871240787758,857.5566,15073.6312,2693,0,27.86,128,4.27
"NLA12_ND-149",1,"NLA12_ND-149--1--X","MICX",33.74,NA,164,"ND",42,NA,NA,25.2,0,4,206,"ND","12",25.3,47.06883,-99.07875,4.3,544.53,17.270031088,5.00842987,-1.07,41093403.7626,1.47175,41585000.6622,0.98817850446623,273.3338,584.0268,6200,2,33.74,1254,52.69
"NLA12_ND-149",1,"NLA12_ND-149--1--L","MICL",33.74,NA,176.14,"ND",42,NA,NA,25.2,0,4,206,"ND","12",25.3,47.06883,-99.07875,4.3,544.53,17.270031088,5.00842987,-1.07,43940969.5019,1.58937,47682533.2534,0.921531774924454,273.3338,584.0268,6200,2,33.74,1254,52.69
"NLA12_ND-155",1,"NLA12_ND-155--1--X","MICX",41.64,NA,0.708,"ND",42,NA,NA,17.2,NA,NA,171,"ND","12",17.2,48.35502,-102.13628,1.7,645.14,89.194017574,4.17291992,-2.26,90429.2942,0.87197,100958.8131,0.895704806973409,17.9764,388.9023,5119,2117,41.64,3590,1.98
"NLA12_ND-155",1,"NLA12_ND-155--1--L","MICL",41.64,NA,0.65,"ND",42,NA,NA,17.2,NA,NA,171,"ND","12",17.2,48.35502,-102.13628,1.7,645.14,89.194017574,4.17291992,-2.26,182006.8969,0.81565,182006.8969,1,17.9764,388.9023,5119,2117,41.64,3590,1.98
"NLA12_ND-156",1,"NLA12_ND-156--1--X","MICX",23.79,NA,78.56,"ND",42,NA,NA,20.26,1,4,225,"ND","12",20.45,47.1813,-99.23613,4.5,582.32,104.93030765,4.74390015,-1.4,15485500.7149,2.09514,15568098.3437,0.994694430432255,194.7323,1220.5734,3590,0,23.79,432,23.56
"NLA12_ND-156",1,"NLA12_ND-156--1--L","MICL",23.79,NA,81.12,"ND",42,NA,NA,20.26,1,4,225,"ND","12",20.45,47.1813,-99.23613,4.5,582.32,104.93030765,4.74390015,-1.4,5978224.7589,4.37654,16886299.9671,0.354028103879922,194.7323,1220.5734,3590,0,23.79,432,23.56
"NLA12_ND-160",1,"NLA12_ND-160--1--L","MICL",23.44,NA,9.39,"ND",42,NA,NA,24.6,0,3,212,"ND","12",24.7,47.17379,-99.77033,3.1,540.21,35.579978937,5.0056601,-1.19,50749.7918,NA,1467356.1997,0.0345858707043155,1142.75965,541.27775,1981,0,23.44,53,2.01
"NLA12_ND-160",1,"NLA12_ND-160--1--X","MICX",23.44,NA,7.24,"ND",42,NA,NA,24.6,0,3,212,"ND","12",24.7,47.17379,-99.77033,3.1,540.21,35.579978937,5.0056601,-1.19,21728.5733,0.10947,1194960.4746,0.018183507958515,1142.75965,541.27775,1981,0,23.44,53,2.01
"NLA12_ND-162",1,"NLA12_ND-162--1--X","MICX",19.75,NA,21.6,"ND",46,NA,NA,16.5,0,4,164,"ND","12",16.96,48.55068,-99.92899,3,485.31,41.83065494,3.63471008,-2.68,2809307.6297,2.3696,6103863.9387,0.460250696593726,116.96755,12230.5198,1958,0,19.75,88,10.77
"NLA12_ND-162",1,"NLA12_ND-162--1--L","MICL",19.75,NA,20.4,"ND",46,NA,NA,16.5,0,4,164,"ND","12",16.96,48.55068,-99.92899,3,485.31,41.83065494,3.63471008,-2.68,4486762.3725,0.9253,8368675.9217,0.536137665561384,116.96755,12230.5198,1958,0,19.75,88,10.77
"NLA12_ND-163",1,"NLA12_ND-163--1--L","MICL",23.33,NA,28.64,"ND",43,NA,NA,17.7,0,3,165,"ND","12",17.7,46.54297,-104.02715,2.5,907.4,3.7875809574,6.52192017,-0.12,16124291.0714,2.52968,17336058.7233,0.930101318226884,343.747,10775.3889,1953,0,23.33,138,12.53
"NLA12_ND-163",1,"NLA12_ND-163--1--X","MICX",23.33,NA,27.2,"ND",43,NA,NA,17.7,0,3,165,"ND","12",17.7,46.54297,-104.02715,2.5,907.4,3.7875809574,6.52192017,-0.12,7359621.9933,4.80321,9234579.9198,0.796963376484525,343.747,10775.3889,1953,0,23.33,138,12.53
"NLA12_ND-164",1,"NLA12_ND-164--1--X","MICX",19.45,NA,39.4893617,"ND",42,NA,NA,25.2,0,5,206,"ND","12",25.3,47.13834,-99.12896,4.8,553.58,38.886598885,4.89074005,-1.21,9838670.7444,0.60725,10668197.3139,0.922243042091171,260.2863,1862.35975,3373,0,19.45,333,29.14
"NLA12_ND-164",1,"NLA12_ND-164--1--L","MICL",19.45,NA,120.38,"ND",42,NA,NA,25.2,0,5,206,"ND","12",25.3,47.13834,-99.12896,4.8,553.58,38.886598885,4.89074005,-1.21,19642243.9796,0.87825,26696879.3816,0.735750560911543,260.2863,1862.35975,3373,0,19.45,333,29.14
"NLA12_ND-167",1,"NLA12_ND-167--1--X","MICX",32.43,NA,42.576,"ND",42,NA,NA,21.6,0,4,179,"ND","12",21.7,47.39733,-100.81129,4,553.3,43.280554819,5.43341003,-0.95,25078395.0161,0.3041,25100123.5894,0.99913432405133,377.0141,230.4463,3775,0,32.43,322,15.57
"NLA12_ND-167",1,"NLA12_ND-167--1--L","MICL",32.43,NA,16.11,"ND",42,NA,NA,21.6,0,4,179,"ND","12",21.7,47.39733,-100.81129,4,553.3,43.280554819,5.43341003,-0.95,5376113.7851,3.03155,5458199.5064,0.984961025846756,377.0141,230.4463,3775,0,32.43,322,15.57
"NLA12_ND-172",1,"NLA12_ND-172--1--X","MICX",15.4,NA,82.24,"ND",42,NA,NA,24.16,0,3,211,"ND","12",24.28,47.21146,-99.34187,3.3,563.54,194.20516099,4.81973999,-1.39,6446161.0065,0.90428,11662017.5602,0.552748353638172,334.4074,2652.3026,2713,0,15.4,317,30.32
"NLA12_ND-172",1,"NLA12_ND-172--1--L","MICL",15.4,NA,88,"ND",42,NA,NA,24.16,0,3,211,"ND","12",24.28,47.21146,-99.34187,3.3,563.54,194.20516099,4.81973999,-1.39,14468511.1786,0.67467,19356487.6361,0.747476063354393,334.4074,2652.3026,2713,0,15.4,317,30.32
"NLA12_ND-173",1,"NLA12_ND-173--1--L","MICL",15.3,NA,2.89,"ND",42,NA,NA,19.24,0,4,172,"ND","12",19.25,46.4044,-99.28809,2.8,581.73,69.809908199,5.43116028,-0.74,87046.275,0.70905,182416,0.477185526488904,1522.86795,366.0491,1831,23,15.3,81,1.59
"NLA12_ND-173",1,"NLA12_ND-173--1--X","MICX",15.3,NA,3.004,"ND",42,NA,NA,19.24,0,4,172,"ND","12",19.25,46.4044,-99.28809,2.8,581.73,69.809908199,5.43116028,-0.74,526650.9942,0.8401,563069.4975,0.935321477256899,1522.86795,366.0491,1831,23,15.3,81,1.59
"NLA12_ND-178",1,"NLA12_ND-178--1--L","MICL",12.31,4.5,2.69,"ND",46,5.89333333333333,15.2666666666667,14.9,0,3,165,"ND","12",18.13,48.95727,-99.83498,7.5,650.57,38.292982022,2.67838989,-3.17,33524.5667,NA,713176.5111,0.0470073904260978,187.85535,986.64385,950,0,12.31,51,0.89
"NLA12_ND-178",1,"NLA12_ND-178--1--X","MICX",12.31,4.5,2.868,"ND",46,5.89333333333333,15.2666666666667,14.9,0,3,165,"ND","12",18.13,48.95727,-99.83498,7.5,650.57,38.292982022,2.67838989,-3.17,79064.4257,0.12086,884243.9501,0.0894147205542752,187.85535,986.64385,950,0,12.31,51,0.89
"NLA12_ND-187",1,"NLA12_ND-187--1--L","MICL",12.16,NA,3.54,"ND",42,NA,NA,17.6,4,7,177,"ND","12",19.9,48.00797,-101.5304,10.7,620.39,74.152161339,4.7936499,-1.44,NA,0.12723,936825.2648,0,16.77485,57.9323,1054,2,12.16,43,1.91
"NLA12_ND-187",1,"NLA12_ND-187--1--X","MICX",12.16,NA,7.04,"ND",42,NA,NA,17.6,4,7,177,"ND","12",19.9,48.00797,-101.5304,10.7,620.39,74.152161339,4.7936499,-1.44,1042.9715,0.23839,3781304.3437,0.000275823209453554,16.77485,57.9323,1054,2,12.16,43,1.91
"NLA12_ND-190",1,"NLA12_ND-190--1--X","MICX",25.48,NA,229.7142857,"ND",46,NA,NA,22.8,NA,NA,214,"ND","12",22.8,48.54641,-99.18439,1.1,448.41,16.465365084,3.55960999,-2.4,19521449.9612,2.98671,29242192.1747,0.667578198124617,405.1195,2643.88315,4781,0,25.48,359,41.55
"NLA12_ND-190",1,"NLA12_ND-190--1--L","MICL",25.48,NA,190,"ND",46,NA,NA,22.8,NA,NA,214,"ND","12",22.8,48.54641,-99.18439,1.1,448.41,16.465365084,3.55960999,-2.4,28688471.3599,1.67403,36634692.4772,0.783095733033779,405.1195,2643.88315,4781,0,25.48,359,41.55
"NLA12_ND-193",1,"NLA12_ND-193--1--L","MICL",18.98,NA,87.35,"ND",42,NA,NA,NA,NA,NA,207,"ND","12",NA,47.08327,-99.22789,3.4,550.62,45.100799286,4.99571014,-1.15,10520498.3749,50.5432,11469435.7932,0.9172638100592,169.93495,1890.1299,3333,2,18.98,279,29.7
"NLA12_ND-193",1,"NLA12_ND-193--1--X","MICX",18.98,NA,81.12,"ND",42,NA,NA,NA,NA,NA,207,"ND","12",NA,47.08327,-99.22789,3.4,550.62,45.100799286,4.99571014,-1.15,11428302.4723,24.1904,11718195.0687,0.975261326962006,169.93495,1890.1299,3333,2,18.98,279,29.7
"NLA12_ND-194",1,"NLA12_ND-194--1--L","MICL",20.18,2.1,446.4,"ND",46,5.59,23.12,23.12,0,1,212,"ND","12",24.61,48.72463,-102.12305,2.4,549.48,1718.4876582,4.21688995,-2.13,6861350.0246,4.7213,31909270.4496,0.215026853573395,584.86675,7847.6445,5738,0,20.18,599,61.47
"NLA12_ND-194",1,"NLA12_ND-194--1--X","MICX",20.18,2.1,460.8,"ND",46,5.59,23.12,23.12,0,1,212,"ND","12",24.61,48.72463,-102.12305,2.4,549.48,1718.4876582,4.21688995,-2.13,62787965.7106,4.9078,67211141.1743,0.934189847301814,584.86675,7847.6445,5738,0,20.18,599,61.47
"NLA12_ND-196",1,"NLA12_ND-196--1--L","MICL",16.79,NA,18.3,"ND",42,NA,NA,24.2,0,4,186,"ND","12",24.3,47.24207,-99.84419,4,558.81,172.54420309,4.87937988,-1.26,67930.7861,0.5968,726100.4797,0.0935556276289291,119.41455,1685.54785,1901,0,16.79,91,5.47
"NLA12_ND-196",1,"NLA12_ND-196--1--X","MICX",16.79,NA,17.17333333,"ND",42,NA,NA,24.2,0,4,186,"ND","12",24.3,47.24207,-99.84419,4,558.81,172.54420309,4.87937988,-1.26,37874.9228,0.78444,507952.4742,0.0745639104517625,119.41455,1685.54785,1901,0,16.79,91,5.47
"NLA12_ND-198",1,"NLA12_ND-198--1--X","MICX",31.06,NA,8.4,"ND",46,NA,NA,25,NA,NA,213,"ND","12",25,48.87739,-99.98119,1.9,648.28,4.3033034608,2.70264008,-3.23,150040.7023,0.1386,6259349.6982,0.0239706534279667,105.78835,5446.426,1875,0,31.06,78,4.82
"NLA12_ND-198",1,"NLA12_ND-198--1--L","MICL",31.06,NA,27.77,"ND",46,NA,NA,25,NA,NA,213,"ND","12",25,48.87739,-99.98119,1.9,648.28,4.3033034608,2.70264008,-3.23,2478103.68,0.11212,31569693.7846,0.0784962849785018,105.78835,5446.426,1875,0,31.06,78,4.82
"NLA12_ND-199",1,"NLA12_ND-199--1--X","MICX",26.81,NA,6.24,"ND",46,NA,NA,20.48,0,3,234,"ND","12",20.7,47.84719,-100.27634,1.9,489.28,19.197444026,4.69653992,-1.6,70177.7173,2.97502,419467.4767,0.167301927320078,454.5025,565.58905,2515,0,26.81,61,1.6
"NLA12_ND-199",1,"NLA12_ND-199--1--L","MICL",26.81,NA,4.45,"ND",46,NA,NA,20.48,0,3,234,"ND","12",20.7,47.84719,-100.27634,1.9,489.28,19.197444026,4.69653992,-1.6,175175.4658,0.27901,2041204.183,0.085819668242371,454.5025,565.58905,2515,0,26.81,61,1.6
"NLA12_ND-202",1,"NLA12_ND-202--1--X","MICX",43.14,NA,39.2,"ND",42,NA,NA,23.2,NA,NA,214,"ND","12",25.2,48.66563,-103.06429,2.1,684.75,14.355875409,4.06,-2.44,1061347.521,0.16962,3172371.3559,0.334559672223146,21.4256,794.3816,4213,0,43.14,67,4.06
"NLA12_ND-202",1,"NLA12_ND-202--1--L","MICL",43.14,NA,40.8,"ND",42,NA,NA,23.2,NA,NA,214,"ND","12",25.2,48.66563,-103.06429,2.1,684.75,14.355875409,4.06,-2.44,1585082.281,0.34674,10938061.1575,0.144914373596562,21.4256,794.3816,4213,0,43.14,67,4.06
"NLA12_ND-R17",1,"NLA12_ND-R17--1--X","MICX",24.46,22.5,27.867,"ND",42,2.6,2.8,1.3,8,0,263,"ND","12",16.2,46.73778,-99.49024,30,560.4,417.532005941,5.0406601,-1.14,326008.1822,5.0504,12287529.8552,0.0265316288987111,175.81045,40.80265,2395,0,24.46,70,1.9
"NLA12_ND-R17",1,"NLA12_ND-R17--1--L","MICL",24.46,22.5,22.4,"ND",42,2.6,2.8,1.3,8,0,263,"ND","12",16.2,46.73778,-99.49024,30,560.4,417.532005941,5.0406601,-1.14,555985.2889,6.63125,2513246.9052,0.221221913274675,175.81045,40.80265,2395,0,24.46,70,1.9
"NLA12_ND-R18",1,"NLA12_ND-R18--1--L","MICL",7.22,NA,14.73,"ND",42,NA,NA,14.2,0,7,263,"ND","12",14.4,47.13,-99.61225,7.5,536.91,62.713268455,5.11496002,-1.12,107814.4582,2.86515,1508179.7838,0.0714864761867789,64.0595,308.77,1236,2,7.22,98,4.49
"NLA12_ND-R18",1,"NLA12_ND-R18--1--X","MICX",7.22,NA,20.4,"ND",42,NA,NA,14.2,0,7,263,"ND","12",14.4,47.13,-99.61225,7.5,536.91,62.713268455,5.11496002,-1.12,1198191.0852,3.7321,4621019.1954,0.259291518717936,64.0595,308.77,1236,2,7.22,98,4.49
"NLA12_NE-121",1,"NLA12_NE-121--1--X","MICX",48.76,NA,218.6666667,"NE",44,NA,NA,21.3,NA,NA,227,"NE","12",21.4,42.51854,-100.50729,1.6,881.22,159.83355907,8.93401001,1.74,26435122.1497,5.7702,58980696.0399,0.448199562307926,2815.6011,9311.43605,8475,0,48.76,374,43.21
"NLA12_NE-121",1,"NLA12_NE-121--1--L","MICL",48.76,NA,206,"NE",44,NA,NA,21.3,NA,NA,227,"NE","12",21.4,42.51854,-100.50729,1.6,881.22,159.83355907,8.93401001,1.74,32445017.3189,3.96168,46514818.2822,0.697520027318173,2815.6011,9311.43605,8475,0,48.76,374,43.21
"NLA12_NE-125",1,"NLA12_NE-125--1--X","MICX",62.51,NA,212,"NE",44,NA,NA,20.3,NA,NA,226,"NE","12",20.3,42.55806,-100.52402,1.5,879.36,10.611187421,8.92036987,1.73,12560784.5872,NA,76228317.1452,0.164778458420828,1524.82485,7884.45335,9088,0,62.51,455,35.12
"NLA12_NE-125",1,"NLA12_NE-125--1--L","MICL",62.51,NA,220.8,"NE",44,NA,NA,20.3,NA,NA,226,"NE","12",20.3,42.55806,-100.52402,1.5,879.36,10.611187421,8.92036987,1.73,8126542.6484,0.13869,20029872.0328,0.405721146649981,1524.82485,7884.45335,9088,0,62.51,455,35.12
"NLA12_NE-127",1,"NLA12_NE-127--1--L","MICL",311.56,NA,28.47,"NE",44,NA,NA,NA,NA,NA,234,"NE","12",NA,42.01881,-102.43599,1,1180.14,122.2560797,8.69177002,0.96,1038425.9513,0.15217,10964629.3564,0.0947068904516937,529.7347,706.68435,17400,0,311.56,566,12.69
"NLA12_NE-127",1,"NLA12_NE-127--1--X","MICX",311.56,NA,19.73333333,"NE",44,NA,NA,NA,NA,NA,234,"NE","12",NA,42.01881,-102.43599,1,1180.14,122.2560797,8.69177002,0.96,357949.2896,NA,3634919.2622,0.0984751692623166,529.7347,706.68435,17400,0,311.56,566,12.69
"NLA12_NE-129",1,"NLA12_NE-129--1--X","MICX",4.64,NA,160.64,"NE",47,NA,NA,29.6,NA,NA,206,"NE","12",29.6,41.38302,-96.47384,2.1,359.2,43.710510303,10.26599976,4.23,6192666.8541,1.20324,9435824.9997,0.656293101482582,274.3603,2131.0328,2109,2,4.64,225,17.01
"NLA12_NE-129",1,"NLA12_NE-129--1--L","MICL",4.64,NA,161.6,"NE",47,NA,NA,29.6,NA,NA,206,"NE","12",29.6,41.38302,-96.47384,2.1,359.2,43.710510303,10.26599976,4.23,5796474.4407,1.18944,12473833.9307,0.464690685550494,274.3603,2131.0328,2109,2,4.64,225,17.01
